,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,visionScore,timeCCingOthers,turretKills,inhibitorKills,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,champion,spell1,spell2,gameDuration,tier,division,kda,totalDamageDealt_per_min,magicDamageDealt_per_min,physicalDamageDealt_per_min,trueDamageDealt_per_min,totalDamageDealtToChampions_per_min,magicDamageDealtToChampions_per_min,physicalDamageDealtToChampions_per_min,totalHeal_per_min,totalUnitsHealed_per_min,damageSelfMitigated_per_min,damageDealtToObjectives_per_min,damageDealtToTurrets_per_min,totalDamageTaken_per_min,magicalDamageTaken_per_min,physicalDamageTaken_per_min,goldEarned_per_min,goldSpent_per_min,totalMinionsKilled_per_min,neutralMinionsKilled_per_min,neutralMinionsKilledTeamJungle_per_min,neutralMinionsKilledEnemyJungle_per_min,lane
JustSumGuy,True,4,2,4,3,2,1,0,0,0,36,37,1,0,275,12,1,15,4,False,False,False,False,False,False,8200,8100.0,5007,5002,5001,25,14,4,1646,GOLD,II,4.0,1465.44,1207.87,219.7,37.84,314.98,243.83,37.47,100.9,0.04,332.15,119.96,39.19,422.08,122.95,280.68,291.47,270.11,1.42,0.0,0.0,0.0,SUPPORT
BeeOriginal,True,5,3,12,3,2,1,0,0,0,18,36,0,0,240,14,0,8,1,False,False,False,False,False,False,8100,8400.0,5008,5008,5001,32,11,4,1646,GOLD,II,5.67,5462.7,3988.4,749.67,724.67,599.74,480.47,50.49,448.03,0.04,1116.56,1034.51,0.0,968.68,98.78,859.54,377.83,339.0,1.02,4.81,3.32,0.29,JUNGLE
xXR4ndomX54Xx,True,6,8,3,2,1,0,0,0,0,14,27,1,0,91,14,0,9,0,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,92,4,12,1646,GOLD,II,1.12,3899.53,0.0,3282.94,616.55,595.33,0.0,552.1,315.38,0.04,856.37,166.04,29.27,844.34,83.62,759.88,354.9,313.49,5.07,0.44,0.0,0.29,TOP
Orithelmert,False,7,4,3,4,2,1,0,0,0,12,15,1,0,151,13,1,4,2,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,202,4,7,1646,GOLD,II,2.5,4403.37,361.28,3955.15,86.94,482.41,4.05,478.32,124.12,0.07,192.79,76.77,76.77,513.5,200.01,296.83,423.9,319.87,7.14,0.0,0.0,0.0,ADC
youngkii,False,12,6,2,7,2,1,0,0,0,16,22,1,0,366,15,0,8,0,True,False,False,False,False,False,8000,8100.0,5008,5008,5002,266,12,4,1646,GOLD,II,2.33,4470.58,0.0,4362.65,107.93,846.45,0.0,839.31,497.5,0.04,1027.76,368.42,84.75,1151.74,456.78,542.15,461.88,454.74,6.01,0.58,0.04,0.15,TOP
BlackPower26,False,0,5,5,0,0,0,0,0,0,11,10,0,0,217,11,0,1,4,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,5,11,4,1646,GOLD,II,1.0,2462.04,270.84,1923.83,267.34,147.08,9.7,131.66,394.37,0.04,426.96,177.08,0.0,826.44,321.73,492.98,237.08,169.5,0.66,2.77,2.44,0.0,JUNGLE
ForeverMCaoPNguy,False,1,3,7,0,1,0,0,0,0,39,53,0,0,316,12,0,22,1,False,False,False,False,False,False,8100,8200.0,5008,5008,5002,16,4,14,1646,GOLD,II,2.67,1466.28,1231.02,136.59,98.68,414.09,363.24,28.54,416.5,0.18,140.96,5.29,5.29,333.54,129.33,191.85,243.83,207.78,0.84,0.0,0.0,0.0,SUPPORT
DieschöneWelle,False,2,9,9,0,1,0,0,0,0,13,23,0,0,44,14,2,6,1,False,False,False,False,False,False,8000,8300.0,5008,5008,5002,80,4,14,1646,GOLD,II,1.22,4403.58,202.02,4054.99,146.54,726.27,37.55,653.37,192.32,0.04,581.37,29.6,29.6,941.99,561.98,330.4,338.2,300.73,5.5,0.44,0.29,0.0,MIDDLE
Wieland,True,6,6,9,3,2,1,0,0,0,44,43,0,0,73,12,3,23,3,True,False,False,True,False,True,8200,8300.0,5008,5008,5003,526,14,4,1561,GOLD,II,2.5,1089.42,529.43,161.09,398.86,373.95,301.92,39.67,41.4,0.19,841.81,77.49,30.1,502.37,110.39,322.64,343.47,289.24,1.23,0.15,0.0,0.0,SUPPORT
Theokoles,True,3,6,4,0,1,0,0,0,0,10,16,0,0,62,14,1,8,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,39,4,12,1561,GOLD,II,1.17,5362.22,672.65,4232.33,457.21,433.57,166.93,266.64,117.0,0.04,617.22,754.75,112.24,795.95,128.65,647.28,394.48,346.24,6.76,0.65,0.35,0.0,TOP
KoreanKimchi365,True,5,5,9,2,1,0,0,0,0,30,21,0,0,172,14,4,11,2,False,False,False,False,False,True,8200,8000.0,5005,5008,5002,120,11,6,1561,GOLD,II,2.8,5133.36,767.28,4129.35,236.69,454.29,90.71,334.17,519.94,0.04,788.07,601.92,40.44,1041.33,231.51,779.19,400.63,335.67,0.77,5.07,3.19,0.35,JUNGLE
Windnfire,True,9,2,8,5,2,2,0,0,0,10,47,5,1,188,13,0,6,0,False,False,True,False,True,False,8000,8200.0,5005,5008,5002,51,7,4,1561,GOLD,II,8.5,5311.63,134.91,4695.53,481.15,1005.51,75.45,781.46,113.81,0.08,165.32,865.94,382.14,350.28,76.45,261.68,507.21,438.18,6.34,0.15,0.15,0.0,ADC
Surrender at 19,True,3,6,8,2,1,0,0,0,0,14,26,1,0,114,13,0,8,1,False,False,False,False,False,True,8000,8100.0,5005,5008,5003,777,14,4,1561,GOLD,II,1.83,3827.16,539.73,3221.51,65.88,439.76,97.55,290.81,225.05,0.04,470.24,332.79,106.05,787.07,75.34,566.06,364.88,298.85,4.77,0.46,0.15,0.31,MIDDLE
Jhinn N Juicee,False,3,6,10,2,1,0,0,0,0,18,16,1,0,175,12,0,7,2,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,24,11,4,1561,GOLD,II,2.17,3742.1,835.2,2566.2,340.67,382.18,88.94,267.75,315.87,0.04,557.83,412.62,52.5,883.93,202.68,630.71,355.93,351.04,0.96,3.54,2.65,0.15,JUNGLE
Pelarion,False,1,7,9,0,1,0,0,0,0,19,41,0,0,71,12,4,10,0,False,False,False,False,False,False,8100,8000.0,5008,5003,5002,45,12,4,1561,GOLD,II,1.43,2821.81,2373.98,305.77,142.02,333.9,309.76,24.14,82.95,0.04,398.32,52.01,52.01,644.47,149.25,464.39,316.68,288.28,5.11,0.15,0.0,0.15,ADC
0lliePop,False,12,4,3,9,2,3,0,0,0,23,25,0,0,154,13,1,9,5,False,False,False,False,False,False,8100,8400.0,5008,5008,5002,555,4,14,1561,GOLD,II,3.75,2299.37,0.0,2101.84,197.53,689.52,0.0,506.94,217.44,0.04,573.82,62.92,62.92,795.57,190.65,545.69,535.43,494.88,4.23,0.0,0.0,0.0,MIDDLE
dIfIlTobias,False,2,4,10,0,1,0,0,0,0,42,31,0,0,58,11,3,15,6,False,False,False,False,False,False,8400,8300.0,5008,5002,5002,12,4,14,1561,GOLD,II,3.0,705.12,285.16,174.0,245.92,176.58,141.14,17.72,270.17,0.19,1006.12,5.42,5.42,644.39,118.46,427.5,254.11,233.5,1.27,0.0,0.0,0.0,SUPPORT
Boomzilla,False,7,5,9,3,1,0,0,0,0,18,22,2,0,119,13,1,8,0,False,False,False,False,False,False,8000,8100.0,5008,5002,5002,133,14,4,1561,GOLD,II,3.2,3599.5,0.0,3498.37,101.13,539.08,0.0,525.47,191.8,0.04,452.33,286.28,221.78,688.1,111.27,554.07,419.96,368.03,4.04,0.65,0.42,0.0,MIDDLE
Rodnarak,False,4,7,16,2,1,0,0,0,0,21,27,0,0,512,17,2,9,4,False,False,False,False,False,False,8100,8200.0,5005,5008,5002,60,4,11,2098,GOLD,II,2.86,5714.96,4291.57,1108.86,314.5,576.55,491.53,30.23,282.5,0.03,530.99,327.23,0.03,913.41,184.49,641.95,357.97,350.33,2.43,3.32,2.72,0.0,JUNGLE
Snoop bear,False,9,11,9,4,3,2,1,0,0,24,5,0,0,298,18,1,11,3,False,False,False,False,False,False,8100,8300.0,5005,5008,5002,42,4,12,2098,GOLD,II,1.64,7343.79,6532.85,743.74,67.21,869.51,759.29,102.5,97.58,0.03,318.07,64.95,0.0,784.58,370.1,326.34,422.86,420.63,6.92,0.31,0.14,0.0,MIDDLE
HonorabIe Enemy,False,2,3,18,0,1,0,0,0,0,25,27,0,0,43,16,3,12,3,False,False,False,False,False,False,8200,8000.0,5008,5008,5002,350,7,3,2098,GOLD,II,6.67,397.49,311.15,86.34,0.0,220.01,176.6,43.41,541.49,0.14,129.27,2.26,0.0,179.86,38.92,130.67,228.53,209.49,0.17,0.0,0.0,0.0,SUPPORT
Toni Mitchell,False,1,4,0,0,1,0,0,0,0,8,8,0,0,25,8,1,5,2,False,False,False,False,False,False,8000,8200.0,5005,5008,5001,222,7,4,2098,GOLD,II,0.25,935.29,5.2,847.64,82.42,105.79,4.55,100.01,16.7,0.06,102.78,0.0,0.0,261.94,46.67,205.11,204.65,125.83,2.57,0.0,0.0,0.0,ADC
ICryDaily,False,10,1,4,8,3,3,1,0,0,18,20,0,0,137,17,1,12,1,False,False,False,False,False,False,8100,8400.0,5007,5008,5001,62,14,4,2098,GOLD,II,14.0,5967.57,21.94,5766.61,179.03,646.33,3.49,625.4,35.61,0.03,599.4,19.13,19.13,677.93,125.63,503.57,437.27,423.98,7.75,0.0,0.0,0.0,TOP
Praise Dark Lord,True,5,4,7,3,3,1,1,0,0,40,8,2,2,120,16,5,17,1,False,False,False,False,False,False,8200,8000.0,5008,5008,5001,21,7,4,2098,GOLD,II,3.0,4700.25,54.68,4205.72,439.82,374.04,20.76,343.64,58.8,0.11,148.26,692.43,139.96,503.25,180.97,315.47,389.89,361.06,5.32,0.92,0.34,0.23,ADC
Based Hokage,True,3,3,6,2,1,0,0,0,0,12,32,2,1,499,18,0,6,0,False,False,False,False,False,True,8400,8200.0,5008,5002,5001,86,4,12,2098,GOLD,II,3.0,4818.36,43.84,3869.11,905.38,418.63,39.92,278.04,113.25,0.03,1737.63,640.38,299.71,1083.09,526.07,511.37,372.41,321.73,5.2,0.97,0.4,0.23,TOP
Eric Dior,True,5,7,7,2,1,0,0,0,0,22,29,2,2,265,16,3,13,1,False,False,True,False,True,False,8300,8200.0,5008,5008,5002,45,4,21,2098,GOLD,II,1.71,4024.23,3681.25,269.86,73.13,370.12,348.93,14.04,37.78,0.03,243.23,653.34,168.76,487.61,274.83,206.02,384.28,314.87,3.98,0.63,0.37,0.14,MIDDLE
Pod007,True,5,6,7,2,1,0,0,0,0,54,41,0,1,64,14,3,19,8,True,False,False,False,False,False,8200,8300.0,5008,5008,5002,25,4,14,2098,GOLD,II,2.0,711.13,553.47,80.1,77.5,378.85,278.06,24.65,82.34,0.03,185.58,142.42,47.7,418.51,288.1,119.37,284.3,250.95,0.46,0.0,0.0,0.0,SUPPORT
RegexGOD,True,8,6,7,4,1,0,0,0,0,22,8,3,0,263,17,4,5,2,False,False,False,False,False,False,8100,8200.0,5008,5008,5002,141,4,11,2098,GOLD,II,2.5,6521.98,213.63,5989.82,318.5,527.04,60.26,416.02,364.32,0.03,505.17,1030.55,103.61,924.37,303.32,610.12,401.27,376.79,1.86,4.15,2.52,0.69,JUNGLE
Nimble Navigator,True,17,5,16,6,3,1,1,0,0,28,38,2,0,963,18,4,5,4,False,False,False,False,False,True,8000,8300.0,5005,5008,5002,35,11,14,2220,GOLD,III,6.6,5759.46,1861.08,3383.92,514.46,852.16,354.22,405.84,390.54,0.03,1221.38,833.11,139.11,1218.0,333.03,853.86,506.3,470.27,2.41,3.43,1.86,0.35,JUNGLE
smoothblueflame,True,6,8,27,2,1,0,0,0,0,54,25,0,0,48,17,1,26,1,False,False,False,False,False,False,8200,8400.0,5007,5008,5003,350,3,14,2220,GOLD,III,4.12,716.76,453.73,126.27,136.7,286.3,236.41,21.54,671.27,0.27,209.16,58.97,24.49,465.59,151.24,286.92,309.95,275.0,0.65,0.05,0.05,0.0,SUPPORT
HoneyLetMeNut,True,10,12,9,5,2,1,0,0,0,22,5,1,1,285,18,0,11,2,False,False,False,False,True,False,8100,8000.0,5005,5008,5002,96,4,12,2220,GOLD,III,1.58,5280.49,1092.57,3515.59,672.3,1045.62,325.81,511.73,249.92,0.03,354.38,536.19,83.3,904.81,211.38,637.38,404.46,377.84,6.11,0.22,0.03,0.11,ADC
Alpharynx,True,7,14,14,2,1,0,0,0,0,23,47,1,1,284,18,1,12,1,True,False,False,False,False,False,8000,8100.0,5005,5002,5002,875,12,4,2220,GOLD,III,1.5,4671.86,158.49,4118.35,395.03,945.22,26.54,749.68,171.54,0.03,1625.05,353.51,148.51,1469.03,338.65,976.86,390.86,345.27,4.76,0.24,0.11,0.11,JUNGLE
Sekkusu Daisuki,True,22,13,10,6,2,3,0,0,0,14,24,4,0,120,18,0,10,0,False,False,False,False,False,False,8100,8200.0,5008,5008,5002,38,12,4,2220,GOLD,III,2.46,4826.81,4076.27,628.3,122.24,1530.0,1456.89,65.68,141.16,0.03,546.95,259.27,223.68,1205.95,204.54,882.05,517.14,470.27,4.97,0.22,0.22,0.0,MIDDLE
franklou002,False,15,10,8,6,2,2,0,0,0,18,69,2,0,280,18,1,8,1,False,False,True,False,False,False,8000,8400.0,5008,5008,5002,86,4,14,2220,GOLD,III,2.3,4995.57,262.54,4402.14,330.86,1139.27,87.95,849.19,245.24,0.03,2181.59,137.38,132.38,1413.35,459.59,741.78,460.73,441.22,5.08,0.46,0.03,0.32,TOP
ThęTry,False,11,12,8,4,2,3,0,0,0,16,4,0,0,48,16,1,7,1,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,81,7,4,2220,GOLD,III,1.58,4695.38,574.76,4087.89,32.7,997.54,218.78,759.46,205.73,0.05,355.46,149.95,101.38,937.51,501.57,372.7,386.62,369.59,4.92,0.54,0.22,0.22,ADC
ATL Doinb,False,16,15,10,5,2,1,0,0,0,17,240,0,0,614,18,0,8,1,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,56,11,4,2220,GOLD,III,1.73,6232.84,225.62,5590.16,417.0,1091.46,30.49,1020.43,424.7,0.03,874.51,789.92,0.0,1236.68,416.14,720.43,460.81,414.86,1.08,4.3,3.59,0.0,JUNGLE
biboyo,False,5,12,15,2,2,1,0,0,0,28,39,0,0,112,18,1,15,1,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,25,12,4,2220,GOLD,III,1.67,4335.54,3559.86,430.92,344.73,460.86,441.7,19.14,133.62,0.03,437.03,85.24,28.27,921.92,658.54,218.22,341.57,320.95,4.95,0.0,0.0,0.0,MIDDLE
Raßßîtovo,False,5,13,14,0,1,0,0,0,0,47,40,1,0,435,16,0,24,4,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,34,21,4,2220,GOLD,III,1.46,2121.65,1773.3,105.81,242.54,447.62,414.78,15.54,42.89,0.03,399.24,44.24,44.24,970.86,450.81,435.54,302.65,262.16,1.59,0.19,0.0,0.19,SUPPORT
WhiskeyAgogo,True,12,7,12,4,3,2,1,0,0,91,48,2,0,229,17,9,40,12,False,False,False,False,False,True,8100,8000.0,5008,5003,5003,143,14,4,2341,GOLD,III,3.43,2727.01,2559.5,100.8,66.69,970.41,869.55,42.6,11.48,0.03,226.75,138.53,82.27,527.52,71.17,381.35,378.68,318.45,2.05,0.1,0.1,0.0,SUPPORT
WhiskeyDank,True,9,6,15,5,1,0,0,0,0,30,43,2,0,169,18,3,11,5,False,False,False,False,False,True,8300,8100.0,5005,5008,5002,235,4,7,2341,GOLD,III,4.0,3191.15,25.07,3056.72,109.34,721.67,9.1,674.99,379.25,0.13,219.55,344.08,120.51,520.01,186.33,304.79,372.89,352.29,3.67,0.31,0.1,0.1,ADC
ChaShaoBao  QwQ,True,8,8,12,3,1,0,0,0,0,18,8,2,1,98,18,1,12,1,False,False,False,False,True,False,8100,8200.0,5005,5008,5002,131,4,14,2341,GOLD,III,2.5,6425.61,5257.04,884.24,284.34,934.22,814.57,87.27,228.88,0.03,957.39,277.78,97.55,898.23,205.94,576.91,412.72,374.84,6.02,0.79,0.64,0.1,TOP
SchmoopieBear,True,7,6,14,3,1,0,0,0,0,25,29,0,0,339,17,1,1,7,False,False,False,False,False,True,8100,8200.0,5005,5008,5002,20,11,4,2341,GOLD,III,3.5,4285.55,1794.57,724.1,1766.83,483.28,386.78,44.83,695.57,0.03,1082.69,608.71,22.04,1328.38,252.71,981.22,365.33,321.02,0.9,3.28,2.41,0.1,JUNGLE
skipio afro,True,10,13,4,3,1,0,0,0,0,26,8,4,2,147,18,0,13,5,False,False,False,False,False,False,8100,8000.0,5005,5008,5003,18,14,4,2341,GOLD,III,1.08,4516.76,912.33,3507.17,97.24,690.35,118.64,523.39,226.42,0.03,389.12,576.83,352.54,879.11,288.24,502.58,409.06,362.67,5.18,0.31,0.0,0.1,MIDDLE
ControIAltDeIete,False,9,8,6,4,1,0,0,0,0,39,19,0,0,46,17,5,13,5,True,False,False,False,False,False,8100,8300.0,5005,5008,5003,7,4,14,2341,GOLD,III,1.88,3472.54,2949.74,460.42,62.33,753.81,663.92,54.59,160.78,0.03,498.25,31.32,31.32,862.5,365.15,458.93,346.08,338.96,4.02,0.41,0.21,0.0,MIDDLE
Taschuu,False,1,8,8,0,1,0,0,0,0,81,18,0,0,209,14,20,46,9,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,267,4,3,2341,GOLD,III,1.12,373.48,323.02,50.47,0.0,123.74,118.82,4.9,258.02,0.13,134.07,22.22,10.61,426.13,276.57,141.5,203.12,196.07,0.28,0.0,0.0,0.0,SUPPORT
xLbHdMiriam,False,6,11,4,2,1,0,0,0,0,15,0,1,0,4,16,0,9,6,False,False,False,False,False,False,8000,8100.0,5005,5008,5001,360,4,7,2341,GOLD,III,0.91,4569.64,660.21,3546.89,362.51,553.79,56.41,489.43,157.34,0.08,638.45,184.43,94.14,978.94,419.33,502.14,335.93,329.35,5.43,0.1,0.1,0.0,ADC
Pho MealBall,False,13,12,3,4,2,1,0,0,0,34,28,2,0,289,18,5,7,3,False,False,True,False,False,False,8000,8200.0,5008,5008,5003,120,11,6,2341,GOLD,III,1.33,7149.71,549.23,5988.8,611.66,739.33,74.2,609.1,498.2,0.03,1320.87,963.08,13.99,1565.79,693.45,803.22,451.14,441.04,2.51,4.0,2.31,0.51,JUNGLE
Bestfeder,False,10,7,5,4,2,1,0,0,0,54,9,2,0,23,18,4,15,0,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,67,4,14,2341,GOLD,III,2.14,7304.52,4.97,5200.24,2099.26,912.4,0.0,635.27,247.69,0.03,433.53,284.06,165.83,893.16,499.43,338.65,441.14,438.27,6.84,0.62,0.21,0.31,TOP
bobjoe23,False,2,5,0,0,1,0,0,0,0,8,11,1,0,110,15,1,4,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,114,12,4,1563,GOLD,III,0.4,3845.18,119.88,3547.1,178.16,514.36,52.32,316.66,327.91,0.12,463.03,176.66,107.79,815.62,561.77,238.2,309.44,282.46,5.99,0.15,0.0,0.0,TOP
Relena0402,False,3,8,2,0,1,0,0,0,0,30,41,1,0,206,11,3,13,3,True,False,False,False,False,False,8200,8300.0,5008,5008,5002,99,14,4,1563,GOLD,III,0.62,1470.63,1319.58,124.88,26.14,361.54,315.36,19.96,7.95,0.04,199.31,75.78,39.88,482.19,217.7,250.13,256.66,230.71,1.11,0.0,0.0,0.0,SUPPORT
Firedragon292,False,2,6,3,0,1,0,0,0,0,18,22,0,0,153,11,4,11,1,False,False,False,False,False,False,8000,8200.0,5008,5008,5002,50,4,7,1563,GOLD,III,0.83,2005.83,1567.79,202.88,235.12,301.65,293.05,8.6,82.73,0.08,232.21,33.63,33.63,531.4,104.61,406.22,249.87,225.53,3.3,0.0,0.0,0.0,ADC
wandrew004,False,4,5,3,0,1,0,0,0,0,24,23,1,0,129,15,4,11,2,False,False,True,False,False,False,8000,8100.0,5005,5008,5003,777,4,14,1563,GOLD,III,1.4,6032.63,747.41,5192.86,92.32,716.93,171.13,453.44,145.07,0.04,625.11,274.59,51.4,806.03,289.64,475.7,435.28,415.55,8.21,0.46,0.12,0.12,MIDDLE
Elitewood,False,0,3,0,0,0,0,0,0,0,13,3,0,0,206,11,0,5,1,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,141,11,4,1563,GOLD,III,0.0,4486.14,310.17,3468.83,707.14,84.49,0.0,84.49,414.17,0.04,488.52,392.21,25.07,878.85,311.67,563.42,268.64,261.04,0.42,4.64,3.72,0.23,JUNGLE
FusionCores111,True,7,3,4,3,1,0,0,0,0,25,7,0,0,50,15,4,11,0,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,45,12,4,1563,GOLD,III,3.67,3501.5,3036.93,401.61,62.96,528.41,472.28,56.12,77.81,0.04,165.22,139.31,78.73,417.54,145.34,237.5,351.71,262.96,4.95,0.08,0.08,0.0,MIDDLE
saxton hale 12,True,4,4,3,3,1,0,0,0,0,14,49,0,0,331,14,0,0,2,False,False,False,False,False,False,8400,8200.0,5008,5008,5002,9,4,12,1563,GOLD,III,1.75,2700.15,2117.47,346.22,236.47,494.36,472.36,21.96,257.12,0.08,453.78,55.97,51.82,649.94,95.39,462.57,280.31,270.63,4.03,0.0,0.0,0.0,TOP
ramo9333,True,2,2,7,2,1,0,0,0,0,11,16,0,0,333,12,0,3,3,False,False,False,False,False,False,8400,8100.0,5007,5002,5001,154,11,4,1563,GOLD,III,4.5,4074.47,2826.53,690.67,557.24,245.6,198.58,20.0,1127.95,0.19,766.41,932.28,35.89,1120.96,151.48,876.12,299.31,262.96,1.19,3.57,2.42,0.0,JUNGLE
bvbypink,True,4,1,12,4,1,0,0,0,0,42,12,3,0,126,13,5,15,5,False,False,False,False,False,False,8200,8400.0,5008,5002,5002,267,4,14,1563,GOLD,III,16.0,565.03,375.97,177.54,11.48,218.39,183.53,23.34,287.95,0.15,135.2,66.22,46.72,363.49,200.38,138.39,304.03,286.95,0.58,0.0,0.0,0.0,SUPPORT
theKidIan,True,10,1,7,9,2,1,0,0,0,8,1,1,0,28,14,1,4,2,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,236,7,4,1563,GOLD,III,17.0,5640.23,189.33,4756.12,694.7,793.13,55.2,681.46,120.27,0.08,217.77,494.4,294.4,575.89,280.35,274.51,449.33,342.61,6.76,0.31,0.15,0.15,ADC
about 50 midgets,False,6,9,11,2,1,0,0,0,0,25,26,1,0,259,13,3,3,10,False,False,False,False,False,False,8200,8000.0,5005,5008,5002,20,11,4,1731,GOLD,III,1.89,2661.32,1041.98,493.62,1125.72,368.25,294.35,46.0,338.37,0.03,815.53,173.86,30.68,1090.02,513.9,556.15,358.89,330.16,1.7,2.08,1.66,0.0,JUNGLE
Zalem,False,13,6,6,7,2,1,0,0,0,20,33,0,0,73,15,1,6,5,True,False,False,False,False,False,8100,8200.0,5005,5008,5002,103,14,4,1731,GOLD,III,3.17,4245.62,2673.73,411.65,1160.21,864.44,629.12,57.54,209.05,0.03,280.9,251.16,132.31,782.6,317.61,427.21,418.65,394.28,5.44,0.0,0.0,0.0,MIDDLE
KILL3R FOR3V3R ,False,7,8,6,2,1,0,0,0,0,17,14,1,0,78,15,1,10,1,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,39,12,4,1731,GOLD,III,1.62,3961.35,598.99,3287.21,75.15,698.58,222.84,469.39,281.49,0.03,808.94,199.31,28.91,1061.59,379.72,610.47,386.62,342.29,6.17,0.1,0.1,0.0,TOP
Omleric,False,2,5,13,0,1,0,0,0,0,44,42,0,0,74,13,4,18,8,False,False,False,False,False,False,8400,8300.0,5007,5002,5002,89,4,3,1731,GOLD,III,3.0,721.94,218.47,192.31,311.16,205.41,121.11,84.26,141.18,0.17,1060.42,30.85,6.38,751.23,320.66,399.72,275.39,209.71,1.25,0.0,0.0,0.0,SUPPORT
Ootrox,False,4,9,7,2,2,1,0,0,0,5,0,1,0,0,13,0,3,0,False,False,False,False,False,False,8000,8100.0,5005,5002,5002,81,4,7,1731,GOLD,III,1.22,3711.51,647.18,2887.35,176.95,527.87,218.51,309.36,167.21,0.07,236.5,203.57,161.63,705.89,330.43,353.93,341.73,332.76,4.68,0.0,0.0,0.0,ADC
ChandlersAddy,True,3,11,2,0,1,0,0,0,0,16,7,2,0,61,13,3,9,1,False,False,False,False,False,False,8100,8000.0,5008,5008,5003,18,14,4,1731,GOLD,III,0.45,3874.18,652.37,2994.84,226.93,420.73,81.04,292.44,86.03,0.03,304.3,275.25,202.39,793.03,345.1,388.25,319.45,300.69,4.09,0.87,0.38,0.03,JUNGLE
Einheijar,True,2,6,18,2,2,1,0,0,0,49,69,1,0,286,13,5,24,3,False,False,False,False,False,True,8100,8200.0,5008,5008,5002,99,14,4,1731,GOLD,III,3.33,2052.13,1874.52,129.15,48.42,725.65,639.65,38.68,14.14,0.03,222.81,107.35,49.32,371.37,181.46,186.62,322.81,321.49,1.49,0.03,0.0,0.03,SUPPORT
PicklesBro,True,10,6,7,9,2,1,0,0,0,28,2,4,0,26,15,3,8,4,False,False,False,False,False,True,8000,8100.0,5008,5008,5002,420,4,12,1731,GOLD,III,2.83,6873.59,8.28,6795.94,69.32,1057.95,6.52,1026.52,652.89,0.03,856.19,477.82,304.37,1336.64,533.0,699.13,492.13,437.61,6.27,0.42,0.14,0.28,TOP
YoVanilla16,True,8,6,4,4,2,3,0,0,0,26,21,2,1,119,13,5,13,3,False,False,False,False,True,False,8100,8000.0,5005,5008,5002,202,4,7,1731,GOLD,III,2.0,3428.39,184.75,3208.7,34.9,489.36,73.69,402.18,215.94,0.1,198.37,330.47,229.57,529.05,214.77,297.4,392.55,342.29,4.64,0.28,0.28,0.0,ADC
jungle athlete,True,14,3,6,7,1,0,0,0,0,28,12,0,0,247,17,3,13,0,False,False,False,False,False,False,8100,8300.0,5008,5008,5002,28,11,4,1731,GOLD,III,6.67,7536.74,6567.04,577.44,392.27,1094.97,1020.55,33.0,522.63,0.03,525.48,705.2,0.0,915.77,291.61,596.5,513.59,430.68,0.24,7.21,4.06,1.63,JUNGLE
Big Thickums,False,4,3,0,4,1,0,0,0,0,3,21,0,0,112,9,0,0,0,False,False,False,False,False,False,8400,8300.0,5007,5002,5002,427,11,4,927,GOLD,IV,1.33,14786.73,304.21,180.39,14302.14,309.97,160.84,125.31,84.47,0.06,457.22,0.0,0.0,443.56,61.94,369.26,343.69,336.57,0.58,4.27,2.78,0.97,MISSING
EmbattledAxis,False,1,5,4,0,1,0,0,0,0,10,12,0,0,53,9,1,6,1,False,False,False,False,False,False,8000,8100.0,5007,5008,5002,92,4,14,927,GOLD,IV,1.0,1986.99,51.33,1895.79,39.87,265.5,6.02,228.93,43.24,0.06,337.02,0.0,0.0,575.66,93.59,451.33,306.34,331.72,4.79,0.0,0.0,0.0,MISSING
masks dont help,False,1,3,0,0,1,0,0,0,0,3,13,0,0,227,10,0,2,0,False,False,False,False,False,False,8100,8200.0,5005,5008,5002,17,4,14,927,GOLD,IV,0.33,3362.85,2056.18,1037.22,269.39,607.57,413.2,134.95,56.63,0.06,192.3,131.39,131.39,490.94,87.06,332.43,297.22,245.95,5.89,0.0,0.0,0.0,MISSING
